Store Name,Address,Location,Timings,Phone,store_url,store_code 
Balangir,"Ab Heights, Ground Floor, Govt Press Club Road, Radharani Paraa, Near Reliance Digital, Balangir, Odisha, 767001",Odisha,11:00 AM to 09:00 PM,91 8447938908,/stores/lenskart-com-balangir-odisha-radharani-para-balangir-567681/Home,ST528
Buxi Bazar,"Tinkonia Bagicha, Po Buxi Bazaar, P S Dargah Bazar, Tinkonia Bagicha, Opposite Hanuman Temple, Cuttack, Odisha, 753001",Odisha,11:00 AM to 09:00 PM,91 8929327347,/stores/lenskart-com-buxi-bazar-tinkonia-bagicha-cuttack-877997/Home,LKST959
DN Regalia Mall,"First Floor, Nh 16 Patrapada, Dn Regalia Mall, Max & Zudio, Bhubaneswar, Odisha, 751019",Odisha,11:00 AM to 09:00 PM,91 7428891326,/stores/optometrist-sunglasses-nh-16-khorda-61044/Home,LKST326
Rayagada,"Ground Floor, Khata No 1393, Plot No 393/1678, Mobi World Back Side, Mouza Kapilash Road, Opposite Kapilash Hotel, Rayagada, Odisha, 765001",Odisha,11:00 AM to 09:00 PM,91 8447927671,/stores/lenskart-com-rayagada-mouza-kapilash-road-rayagada-747553/Home,ST521
Keonjhar,"Ambika Video, Bhagyashree Market Complex, Near Krushak Bazar, Keonjhar, Odisha, 758001",Odisha,11:00 AM to 09:00 PM,91 8447935985,/stores/lenskart-com-keonjhar-keonjhar-keonjhar-302219/Home,ST555
Infocity,"Ground Floor, Plot No 2, IDCO Plot No 36/A, Behind Dominos, 99 North Infocity, Bhubaneswar, Odisha, 751024",Odisha,11:00 AM to 09:00 PM,91 9953755206,/stores/lenskart-com-infocity-north-infocity-bhubaneswar-175809/Home,LKST2322
IBC systems Brahmapur,"Ibc Systems, Tatabenz Square, Zanana Hospital Road, Zh Road, Brahmapur, Odisha, 760004",Odisha,11:00 AM to 09:00 PM,91 8447903198,/stores/lenskart-com-ibc-systems-brahmapur-zh-road-brahmapur-266524/Home,ST542
Bhawanipatna,"Bhawanipatna Main Road, Kalahandi, In Front Of Balaji Temple, Bhawanipatna, Odisha, 766001",Odisha,11:00 AM to 09:00 PM,91 8447805825,/stores/lenskart-com-bhawanipatna-kalahandi-bhawanipatna-463321/Home,ST548
CDA Sector 10,"Plot No 5B/1671, Sector 10, CDA, Cuttack, Odisha, 753014",Odisha,10:00 AM to 09:00 PM,91 8929100691,/stores/lenskart-com-sector-10-sector-10-cuttack-995291/Home,LKST1728
Jagmara,"Plot No 514/5281, Ground Floor, Malik Complex, Lane 4, Jagamara, Near Club 39, Bhubaneswar, Odisha, 751030",Odisha,11:00 AM to 09:00 PM,91 7428890298,/stores/lenskart-com-jagmara-optometrists-jagamara-khorda-67069/Home,ST298
Janpath,"Plot No B 55, Janpath Road, Shaheed Nagar, Shaheed Nagar, Opposite Rama Devi College, Bhubaneswar, Odisha, 751007",Odisha,11:00 AM to 09:00 PM,91 8448440307,/stores/lenskart-janpath-optometrists-shaheed-nagar-bhubaneswar-68735/Home,ST307
Sambalpur,"Shop No G1/G2, Varun Plaza, Buddharaja, Attapalli, Sambalpur, Odisha, 768004",Odisha,11:00 AM to 09:00 PM,91 9818811367,/stores/lenskart-com-sambalpur-attapalli-sambalpur-296760/Home,ST367
Khagaul Road,"Ground Floor, Khagaul Road, Anisabad, Opposite Mausam Vibhag, Patna, Bihar, 800002",Patna,10:30 AM to 08:30 PM,91 7065045108,/stores/lenskart-com-khagaul-road-anisabad-patna-867150/Home,LKST1598
Gola Road,"Gola Road, Mouza Danapur, Near V Mart, Shehzadpur Bank Colony Road, Pargana Phulwari, Thana Danapur Sadar Registry, Patna, Bihar, 801503",Patna,11:00 AM to 09:00 PM,91 9873918684,/stores/lenskart-com-gola-road-pargana-phulwari-patna-282529/Home,LKST2089
Ramnagar,"Shop No 10/4/16/2, Upper Ground Floor, Uplands Road, Asilmetta Junction, Ramnagar, Beside Hotel Meghalaya, Visakhapatnam, Andhra Pradesh, 530003",Patna,11:00 AM to 09:30 PM,91 7428890015,/stores/optometrist-sunglasses-ramnagar-visakhapatnam-61143/Home,LKST968
Ashok Rajpath,"Ground Floor, Ashok Rajpath, Near Pmch Gate Number 2, Ashok Rajpath, Opposite Bihar Youth Men'S Institute, Patna, Bihar, 800004",Patna,10:30 AM to 08:30 PM,91 9582952507,/stores/lenskart-com-ashok-rajpath-ashok-rajpath-patna-746792/Home,LKST908
Kurji Road,"Circle 247B, Holding 817A/2, Patliputra Circle, Ward 22B, Kurji Road, Kurji Road, Opposite Rbi Quarter, Patna, Bihar, 800010",Patna,10:30 AM to 08:30 PM,91 8447732746,/stores/lenskart-com-kurji-road-kurji-road-patna-179937/Home,LKST789
Gajuwaka,"10-1-128/7, 60 Feet Wide Road, Mehar Nagar, Gajuwaka, Visakhapatnam, Andhra Pradesh, 530026",Patna,11:00 AM to 09:30 PM,91 8929176131,/stores/lenskart-com-gajuwaka-gajuwaka-visakhapatnam-560561/Home,LKST1301
Danapur,"Ground Floor Ward No 22, Mouza Shehzadpur Mohalla, Aryan Mill Pargana, Phulwari Thana, Danapur, Patna, 801503",Patna,10:30 AM to 08:30 PM,91 6124135281,/stores/lenskart-com-danapur-phulwari-thana-danapur-242529/Home,LKST2214
West Boring Canal Road,"Shop No 22, Jagdish Lok Apartment, , West Boring Canal Road, Near Harilal'S Sweets, Patna, Bihar, 800001",Patna,11:00 AM to 09:00 PM,91 7428890080,/stores/optometrist-sunglasses-west-boring-canal-road-patna-61294/Home,ST80
Gopalapatnam Visakhapatnam,"Ground Floor, 9-45/2,3, Narasimha Nagar, Beside Pizza Hut, Gopalapatnam, Revenue Ward 68, Visakhapatnam, Andhra Pradesh, 530027",Patna,10:30 AM to 09:30 PM,91 7032190760,/stores/lenskart-com-gopalapatnam-visakhapatnam-gopalapatnam-visakhapatnam-584485/Home,LKST2305
"Kumhrar Park, Sandalpur Patna","Ground Floor, Vachaspati Nagar, Opposite Kumhrar Park, Sandalpur, Patna, Bihar, 800004",Patna,10:30 AM to 08:30 PM,91 6124137431,/stores/lenskart-com-kumhrar-park-sandalpur-patna-sandalpur-patna-686147/Home,LKST2320
Dakbunglow Road,"Shop No 143, Ground Floor, Block C, Mauryalok Complex, Dak Bunglow Road, Near Police Station Kotwali, Patna, Bihar, 800001",Patna,10:30 AM to 09:00 PM,91 7428890113,/stores/optometrist-sunglasses-dak-banglow-patna-61115/Home,ST113
Butchirajupalem NAD Junction,"D No 58/1/373, Ground Floor, Main Road, Butchirajupalem Nad Junction, Near St. Thomas Church, Visakhapatnam, Andhra Pradesh, 530027",Patna,11:00 AM to 09:30 PM,91 7428890147,/stores/optometrist-sunglasses-butchirajupalem-nad-junction-visakhapatnam-61140/Home,LKST1162
Kankarbagh,"Sn 4, Moti Mansion Apartment, Road No 2, Pc Colony, Kankarbagh, Opposite Apollo Trauma Centre, Patna, Bihar, 800020",Patna,11:00 AM to 09:00 PM,91 7428890151,/stores/optometrist-sunglasses-kankarbagh-patna-61145/Home,ST151
Ashiana,"Ground Floor, Khata No 708, Ashiana Digha Road, Near Passport Office , Beside Aditya Vision, Patna, Bihar, 800014",Patna,10:30 AM to 08:30 PM,91 8447822872,/stores/lenskart-com-ashiana-ashiana-dighar-road-patna-372058/Home,LKST1112
Saguna More,"Saguna More, Khagaul Road, Front of Panache Banquet, Patna, Bihar, 801503",Patna,10:30 AM to 08:30 PM,91 8929438840,/stores/lenskart-com-saguna-more-saguna-more-khagaul-road-patna-949000/Home,LKST1026
"Vizag, Seethammadara","50-111-1, Seethammadhara Road, Tpt Colony, Balayya Sastri Layout, Seethammadara, Visakhapatnam, Andhra Pradesh, 530013",Patna,11:00 AM to 09:30 PM,91 8929435387,/stores/lenskart-com-vizag-seethammadara-seethammadara-visakhapatnam-24718/Home,LKST954
"Sector 6, MVP Colony","2/30/26/1, Jami Function Hall, Sector 6, Mvp Colony, Near Mg Cancer Hospital, Visakhapatnam, Andhra Pradesh, 530017",Patna,11:00 AM to 09:00 PM,91 7428890205,/stores/optometrist-sunglasses-sector-6-visakhapatnam-61187/Home,ST205
Sampatchak,"Ground Floor, Gopalpur Thana, Near Reliance Trends, Sampatchak, Patna, Bihar, 800007",Patna,10:00 AM to 08:00 PM,91 9582921302,/stores/lenskart-com-sampatchak-sampatchak-patna-340981/Home,LKST1873
Daba Gardens,"Shop No G1, Door No 30-15-158, City Plaza, Daba Gardens, Opposite Sharma Sports, Visakhapatnam, Andhra Pradesh, 530020",Patna,11:00 AM to 09:30 PM,91 8929435360,/stores/lenskart-com-daba-gardens-daba-gardens-vizag-269845/Home,LKST817
Nala Road,"R K Avenue, Nala Road, Near Durga Mandir, Patna, Bihar, 800004",Patna,10:30 AM to 08:30 PM,91 7428890246,/stores/optometrist-sunglasses-nala-road-patna-61226/Home,ST246
Rajeev Nagar,"Shyam Smirti Enclave, Rajeev Nagar, Near V Mart, Patna, Bihar, 800024",Patna,10:30 AM to 08:30 PM,91 8929328703,/stores/lenskart-com-rajeev-nagar-rajeev-nagar-patna-14051/Home,LKST1033
Raja Bazar,"Shop No 4, Ground Floor, Rk Estate, Pillar 62, Raja Bazar, Opposite Igims, Patna, Bihar, 800014",Patna,10:30 AM to 09:00 PM,91 7428890255,/stores/optometrist-sunglasses-raja-bazar-patna-61235/Home,ST255
Kurmannapalem,"Door No 31-27-66, Shop No 3, Ground Floor, Beside Indusind ATM, Kurmanna Palem, Revenue Ward 58, Visakhapatnam, Andhra Pradesh, 530046",Patna,10:30 AM to 09:30 PM,91 9953828063,/stores/lenskart-com-kurmannapalem-kurmanna-palem-visakhapatnam-138943/Home,LKST2229
Meghana Mall,"Shop No 46,15/29, Ground Floor, Meghana Mall, Dwarka Nagar, High Street, Near Diamond Park, Visakhapatnam, Andhra Pradesh, 530016",Patna,11:00 AM to 09:30 PM,91 8826001544,/stores/lenskart-com-dwarka-nagar-high-street-visakhapatnam-811277/Home,LKST544
Maddilapalem,"No 9-1-224/1, T S No 1036/2, Waltair Ward, Cbm Compound, Maddilapalem, Rama Talkies Road, Visakhapatnam, Andhra Pradesh, 530003",Patna,11:00 AM to 09:30 PM,91 8929289664,/stores/lenskart-com-maddilapalem-maddilapalem-visakhapatnam-480855/Home,LKST1182
Anisabad,"Sumaya Residency, Ground Floor, Shop Bearing Nos G2 And G3, Khagaul Road, Phulwarisharif, Near Mahavir Institute And Research Centre, Patna, Bihar, 801505",Patna,10:30 AM to 08:30 PM,91 8447918928,/stores/lenskart-com-anisabad-phulwarisharif-patna-758230/Home,ST561
Marripalem,"Door No 36-46-69/4, Kancharapalem Main Road, Marripalem, Near Rama Rao Hospital, Visakhapatnam, Andhra Pradesh, 530008",Patna,11:00 AM to 09:30 PM,91 8447728768,/stores/lenskart-com-marripalem-kancharapalem-visakhapatnam-218136/Home,LKST863
Sujathanagar,"7-183/1/1, Survey No 145/5, Opposite Reliance Smart Point, Ratnagiri Nagar Greater, Visakhapatnam, Andhra Pradesh, 530051",Patna,10:30 AM to 09:30 PM,91 7291823867,/stores/lenskart-com-sujathanagar-ratnagiri-nagar-greater-visakhapatnam-7447/Home,LKST1952
Bhawanipatna,"Bhawanipatna Main Road, Kalahandi, In Front Of Balaji Temple, Bhawanipatna, Odisha, 766001",Patna,11:00 AM to 09:00 PM,91 8447805825,/stores/lenskart-com-bhawanipatna-kalahandi-bhawanipatna-463321/Home,ST548
Phulwarisharif,"Ground Floor, Opposite Citycart, Golamber, Phulwarisharif, Patna, Bihar, 801505",Patna,10:30 AM to 08:30 PM,91 9953648294,/stores/lenskart-com-phulwarisharif-phulwarisharif-patna-151322/Home,LKST2307
Jagdamba Vizag,"Ground Floor, Venu Regency, Ram Nagar, Jagdamba, Maddilapalem, Visakhapatnam, Andhra Pradesh, 530003",Patna,11:00 AM to 09:30 PM,91 8929328702,/stores/lenskart-com-jagdamba-maddilapalem-jagdamba-visakhapatnam-532385/Home,LKST1217
MVP Double Road,"Ground Floor D No 1-83-47/1, New Venkojipalem, Revenue Ward 8, Srinivasa Plaza, MVP Double Road, MVP Colony, Visakhapatnam, Andhra Pradesh, 530017",Patna,11:00 AM to 09:30 PM,91 9953592608,/stores/lenskart-com-mvp-double-road-mvp-double-road-mvp-colony-visakhapatnam-449613/Home,LKST2242
Lawspet,"Plot No 18 & 19, Sri Ram Nagar 2Nd Cross, Ecr Road, Lawspet, Near Datamatics It Compant, Puducherry, 605008",Puducherry,11:00 AM to 09:30 PM,91 8447905323,/stores/lenskart-com-lawspet-lawspet-puducherry-604900/Home,LKST1588
Karaikkal,"#156, Bharathiyar Road, Karaikal, Puducherry, Tamil Nadu, 609602",Puducherry,10:30 AM to 09:30 PM,91 4368293439,/stores/lenskart-com-karaikkal-karaikal-puducherry-975561/Home,LKST2173
Mission Street,"Shop No 125, Mission Street, Opposite Chetty Koil, Puducherry, Puducherry, 605001",Puducherry,11:00 AM to 09:00 PM,91 7428890168,/stores/optometrist-sunglasses-mission-street-pondicherry-61158/Home,ST168
Anna Salai,"Shop No 413, Anna Salai, Anna Salai, Near Pothys, Puducherry, 605001",Puducherry,11:00 AM to 09:30 PM,91 8447817219,/stores/lenskart-com-anna-salai-anna-salai-puducherry-552330/Home,LKST923
Reddiyarpalayam,"No 1 A, Apartment, Srinivasa Towers, Near Vasaki Mall, Kamalam Nagar, Marie Oulgaret, Puducherry, 605010",Puducherry,11:00 AM to 09:30 PM,91 8929344024,/stores/lenskart-com-reddiarpalayam-reddiarpalayam-puducherry-713214/Home,LKST947
Thavalakuppam,"No 182, Cuddalore, Main Road, Thavalakuppam, Puducherry, 605004",Puducherry,11:00 AM to 09:30 PM,91 8929183896,/stores/lenskart-com-thavalakuppam-thavalakuppam-puducherry-906802/Home,LKST1042
Providence Mall,"Unit No 38, Second Floor, Venkata Subba Reddy Street, Orlanpet, Providence Mall, Puducherry, Puducherry, 605001",Puducherry,11:00 AM to 09:30 PM,91 7428891248,/stores/optometrist-sunglasses-orlanpet-pondicherry-60982/Home,LKST248
Kamaraj Salai,"121 Kamaraj Salai, Thattanchavdy, Kamaraj Salai, Puducherry, 605009",Puducherry,11:00 AM to 09:30 PM,91 8929335315,/stores/lenskart-com-kamaraj-salai-kamaraj-salai-puducherry-459538/Home,LKST952
MG Road,"358-368, MG Road, Stainte Therese Street Junction, Opposite Petit Seminare School, Puducherry, Tamil Nadu, 605001",Puducherry,11:00 AM to 09:30 PM,91 9582729056,/stores/lenskart-com-mg-road-mg-road-puducherry-341311/Home,LKST1984
RG Square,"Ground Floor, No 8, Kamaraj Salai, Rg Square, Next To Agarwal Hospital, Puducherry, Puducherry, 605013",Puducherry,11:00 AM to 09:30 PM,91 8929170947,/stores/lenskart-com-rg-square-rg-square-puducherry-898015/Home,LKST1299
Mansa,"Ground Floor, Shop No 76, Cancelled Colony, Village Mansa, Tehsil, Mansa, Punjab, 151505",Punjab,11:00 AM to 09:00 PM,91 9873921069,/stores/lenskart-com-mansa-village-mansa-mansa-887461/Home,LKST2176
Sector 59 Phase 5,"Ground Floor, Scf 15, Sector 59, Phase 5, Near 24Seven, Mohali, Punjab, 160059",Punjab,11:00 AM to 09:00 PM,91 8929340370,/stores/lenskart-com-sector-59-phase-5-phase-5-mohali-191857/Home,LKST1179
Dugri,"Scf No 12, Urban Estate, Dugri Road, Phase I, Dugri, Ludhiana, Punjab, 141002",Punjab,11:00 AM to 09:30 PM,91 8447744817,/stores/lenskart-com-dugri-dugri-ludhiana-615274/Home,LKST1059
Sector 22C,"Shop No 39, Sector 22C, Sector 22C, Near Aroma Hotel, Chandigarh, Punjab, 160022",Punjab,11:00 AM to 09:30 PM,91 7065041132,/stores/lenskart-com-sector-22c-sector-22c-chandigarh-898128/Home,LKST1582
Fazilka,"Ground Floor, Property No/408 Kailash Nagar, Gaushala Road, Fazilka, Punjab, 152123",Punjab,11:00 AM to 09:00 PM,91 9643968468,/stores/lenskart-com-fazilka-gaushala-road-fazilka-62124/Home,LKST2269
Model Town Extension,"Shop No 273/A/1, Model Town Extension, Near Ishmeet Singh Cowk, Ludhiana, Punjab, 141002",Punjab,11:00 AM to 09:30 PM,91 7428890034,/stores/optometrist-sunglasses-model-town-extension-ludhiana-61272/Home,ST34
Khanna,"Ground Floor, Khewat No 1467, Khatoni No 2053, Gt Road, Khanna, Ludhiana, Punjab, 141401",Punjab,11:00 AM to 09:00 PM,91 8929183897,/stores/lenskart-com-khanna-khanna-ludhiana-724130/Home,LKST1356
"VIP Road, Zirakpur","Scf 3, Ground Floor, Tulip Plaza, Vip Road, Zirakpur, Adjoining Indusind Bank, Mohali, Punjab, 140603",Punjab,11:00 AM to 09:30 PM,91 7428891129,/stores/optometrist-sunglasses-vip-road-zirakpur--60877/Home,LKST129
Phase 10 Sector 64,"Ground Floor, Scf 34, Phase 10, Sector 64, S.A.S.Nagar, Phase 10, Mohali, Punjab, 160064",Punjab,11:00 AM to 09:00 PM,91 8929164184,/stores/lenskart-com-phase-10-mohali-phase-10-mohali-469067/Home,LKST1013
Palm Walk Ludhiana,"Ground Floor, Shop No 98, Palm Heights, Jaspal Bangar, Hadbast No 259, Ludhiana, Punjab, 141122",Punjab,11:00 AM to 09:00 PM,91 9582447297,/stores/lenskart-com-palm-walk-ludhiana-jaspal-bangar-ludhiana-738042/Home,LKST1366
Batala Jalandhar,"Shop No 22, Grand Central Mall, Opposite Reliance Trends Vishal Capital, Chakan Chowk , Pune, Maharashtra, 410501",Punjab,11:00 AM to 09:00 PM,91 8956426019,/stores/lenskart-com-batala-jalandhar-batala-jalandhar-940727/Home,LKST2192
Barewal Road,"Ground Floor, Barewal Road, Ludhiana, Punjab, 141012",Punjab,11:00 AM to 09:00 PM,91 8929213201,/stores/lenskart-com-barewal-road-barewal-road-ludhiana-527371/Home,LKST1212
Batala Jalandhar,"Ground Floor, Plot No 22, Jalandhar Road, Shashtri Nagar, Batala, Jalandhar, Punjab, 143505",Punjab,11:00 AM to 09:00 PM,91 9592689196,/stores/lenskart-com-batala-jalandhar-batala-jalandhar-638796/Home,LKST2069
Sector 82,"Ground Floor, Sco 27, Sector 82, Sas Nagar, Mohali, Punjab, 140306",Punjab,11:00 AM to 09:00 PM,91 8929173142,/stores/lenskart-com-sector-82-sas-nagar-mohali-116070/Home,LKST1309
"Urban Estate, Phase 2","Ground Floor & Basement, Sco 112, Urban Estate, Phase 2, Urban Estate, Beside Axis Bank Atm, Patiala, Punjab, 147002",Punjab,11:00 AM to 09:00 PM,91 9311773740,/stores/lenskart-com-urban-estate-phase-2-urban-estate-patiala-949067/Home,LKST1324
Sector 7C,"Sco38, Inner Market, Sector 7C, Chandigarh, Near Punjab And Sindh Bank, Chandigarh, Punjab, 160019",Punjab,11:00 AM to 09:00 PM,91 8929337307,/stores/lenskart-com-sector-7c-sector-7c-chandigarh-chandigarh-768436/Home,LKST991
Tehsil Road Samana,"Ground Floor, Tehsil Road, Near Monte Carlo, Samana, Punjab, 147101",Punjab,11:00 AM to 09:00 PM,91 9592303121,/stores/lenskart-com-tehsil-road-samana-tehsil-road-samana-428047/Home,LKST2148
Phagwara,"Adjoining Pabla Sweet Shop, Opposite Old Sabzi Mandi , Banga Road, Banga Road, Opposite Old Sabzi Mandi, Phagwara, Punjab, 144401",Punjab,11:00 AM to 08:30 PM,91 8448320321,/stores/lenskart-com-nawanshahr-optometrists-vikas-nagar-nawanshahr-79403/Home,ST321
PPR Market Jalandhar,"UGF 17, Silver Crown Plaza, Village Kingra, PPR Market, Tehsil Jalandhar, Jalandhar, Punjab, 144003",Punjab,10:00 AM to 09:00 PM,91 1814056514,/stores/lenskart-com-ppr-market-jalandhar-ppr-market-jalandhar-448440/Home,LKST2340
MBD Mall,"Ground Floor, Shop No 02, MBD Mall, Jalandhar, Punjab, 144001",Punjab,11:00 AM to 09:30 PM,91 8447901752,/stores/lenskart-com-mbd-mall-mbd-mall-jalandhar-654533/Home,LKST1537
Goniana Road,"Ground Floor, Grand Trunk Road, opposite Bajaj Showroom, Bathinda, Punjab 151001",Punjab,11:00 AM to 09:00 PM,91 7291047686,/stores/lenskart-com-goniana-road-goniana-road-bathinda-845906/Home,LKST1960
Sector 40C,"Sco 94, Basement & Ground Floor, Sector 40C, Chandigarh, Punjab, 160036",Punjab,11:00 AM to 09:30 PM,91 8929337340,/stores/lenskart-com-sector-40c-sector-40c-chandigarh-271249/Home,LKST1080
Singhpura Chowk,"Sco 2 & 3, Singhpura Chowk, Chandigarh Ambala Highway, Singhpura Chowk, Opposite Hotel Vintage, Zirakpur, Punjab, 140603",Punjab,11:00 AM to 09:00 PM,91 8929275305,/stores/lenskart-com-singhpura-chowk-singhpura-chowk-zirakpur-72288/Home,LKST1247
Bus Stand Road,"Ground Floor & Fisrt Floor, Bus Stand Road, Opposite Capital Bank, Kapurthala, Punjab, 144601",Punjab,10:30 AM to 09:00 PM,91 9582873482,/stores/lenskart-com-bus-stand-road-bus-stand-road-kapurthala-126133/Home,LKST1669
Majitha Road,"Ground Floor, Shop No 5, Indra Colony, Majitha Road, Infront Of Ees Eel Restaurant, Amritsar, Punjab, 143001",Punjab,11:00 AM to 09:30 PM,91 8929345117,/stores/lenskart-com-majitha-road-majitha-road-amritsar-395565/Home,LKST1014
Leela Bhawan,"Ground Floor, SCO 79, Near Vishal Mega Mart, Leela Bhawan, Patiala, Punjab, 147001",Punjab,11:00 AM to 09:00 PM,91 8377009579,/stores/lenskart-com-leela-bhawan-leela-bhawan-patiala-414141/Home,LKST1843
Pathankot,"Shop No 587, Ground Floor, Dhangu Road, Sector 9, Dhangu Road, Near Hotel Venice, Pathankot, Punjab, 145001",Punjab,11:00 AM to 09:00 PM,91 9711712326,/stores/lenskart-com-pathankot-dhangu-road-pathankot-437305/Home,ST326
Derabassi,"Ground Floor, Ward No 8, Sector 9, Mouja Madhopur, Derabassi Barwala Road, Opposite Reliance Smart Store, Dera Bassi, Punjab, 140507",Punjab,11:00 AM to 09:00 PM,91 8929762902,/stores/lenskart-com-derabassi-mouja-madhopur-dera-bassi-208313/Home,LKST1900
VR Punjab Mall,"Shop No F42, 1St Floor, Sas Nagar, Sector 118, Vr Punjab Mall, Mohali, Punjab, 140301",Punjab,11:00 AM to 09:00 PM,91 7428891221,/stores/optometrist-sunglasses-sahibzada-ajit-singh-nagar-sector-118-kharar-60958/Home,LKST221
"Civil Lines, Ludhiana","Shop No 761/1, Dandi Swami Road, Patel Nagar, Civil Lines, Opposite Bawa Hospital, Ludhiana, Punjab, 141001",Punjab,11:00 AM to 09:30 PM,91 7428891225,/stores/optometrist-sunglasses-patel-nagar-ludhiana-60962/Home,LKST225
Peer Muchalla,"Ground Floor, Khewat No 27/39, Sai Market, Peer Muchalla, Near Dominos Pizza, Zirakpur, Punjab, 140603",Punjab,11:00 AM to 09:00 PM,91 9582417947,/stores/lenskart-com-peer-muchalla-peer-muchalla-zirakpur-891017/Home,LKST1985
Ranjit Avenue,"Sco 125, Ground Floor, Block B, Ranjit Avenue, Distt. Shopping Complex, Near Vishal Mega Mart, Amritsar, Punjab, 143001",Punjab,11:00 AM to 09:30 PM,91 7290022137,/stores/lenskart-com-ranjit-avenue-ranjit-avenue-amritsar-333643/Home,LKST1029
 Hoshiyarpur Road,"Ground Floor, Building No 1074, Rama Mandi, Hoshiarpur Road, Dakoha Tehsil, Jalandhar, Punjab, 140406",Punjab,11:00 AM to 09:30 PM,91 7291807748,/stores/lenskart-com-hoshiyarpur-road-dakoha-tehsil-jalandhar-397850/Home,LKST1758
National Road,"Shop No 2588/571, National Road, Bhai Wala Chowk, Opposite To Dtdc Courier, Ludhiana, Punjab, 141001",Punjab,11:00 AM to 09:00 PM,91 8447743763,/stores/lenskart-com-national-road-bhai-wala-chowk-ludhiana-779341/Home,LKST1141
Dhakoli,"Ground Floor, Sco No 38, Guru Nanak Enclave, Dhakoli, Zirakpur, Punjab, 160104",Punjab,11:00 AM to 09:00 PM,91 8376800391,/stores/lenskart-com-dhakoli-dhakoli-zirakpur-566754/Home,LKST1253
Nakodar Road,"WG426, Nakodar Road, Near Lovely Sweets, Jalandhar, Punjab, 144001",Punjab,10:30 AM to 09:00 PM,91 9582841358,/stores/lenskart-com-nakodar-road-nakodar-road-jalandhar-631529/Home,LKST2041
Tarn Taran Sahib,"Ground Floor, SCO 18-19, Mohindra Market, Mohindra Avenue, Amritsar Road, Tarn Taran Sahib, Punjab, 143401",Punjab,11:00 AM to 08:00 PM,91 8447937967,/stores/lenskart-com-tarn-taran-sahib-mohindra-avenue-tarn-taran-sahib-192535/Home,ST587
Phase 3B2 Market,"A S Bearing Company, Bayshop No 85, Phase 3B2 Market, Near Rose Garden, Mohali, Punjab, 160059",Punjab,11:00 AM to 09:30 PM,91 7428890229,/stores/optometrist-sunglasses-phase-3b2-market-mohali-61210/Home,ST229
Sri Muktsar Sahib,"Ground Floor, Kotkapura Road, Opposite Rahat Hotel, Sri Muktsar Sahib, Punjab, 152026",Punjab,11:00 AM to 09:00 PM,91 9643816973,/stores/lenskart-com-sri-muktsar-sahib-kotkapura-road-sri-muktsar-sahib-175000/Home,LKST1949
Model Town,"Shop No 15, Ground Floor, Model Town, Opposite Don Bosco School, Jalandhar, Punjab, 144003",Punjab,11:00 AM to 09:30 PM,91 9582450231,/stores/optometrist-sunglasses-model-town-jalandhar-61213/Home,ST231
Sector 47D,"Sco 45, Ground Floor, Sector 47D, Hdfc Bank, Chandigarh, Punjab, 160047",Punjab,11:00 AM to 09:00 PM,91 8929183103,/stores/lenskart-com-sector-47d-sector-47d-chandigarh-821511/Home,LKST1408
Landran Road,"Ugf 6, The Gold Square, Landran Road, Santemajra, Sector 116, Kharar, Mohali, Punjab, 140307",Punjab,11:00 AM to 09:00 PM,91 8929227506,/stores/lenskart-com-landran-road-sector-116-mohali-260421/Home,LKST1277
"Sector 35C, Chandigarh","Grond Floor, Sector 35 C, Sco 407-408, Chandigarh, Punjab, 160035",Punjab,11:00 AM to 09:30 PM,91 8447745872,/stores/lenskart-com-sector-35c-chandigarh-sector-35c-chandigarh-685699/Home,LKST1065
Malwal Road,"Shop No Ts 29/33, , Malwal Road, Near Lic Building, Firozpur, Punjab, 152002",Punjab,11:00 AM to 09:00 PM,91 7428890240,/stores/optometrist-sunglasses-malwal-road-firozpur-61221/Home,ST240
Model Town,"604, Model Town, Malhotra Complex, Model Town, Opposite Gurudwara Singh Sabha, Jalandhar, Punjab, 144003",Punjab,11:00 AM to 09:30 PM,91 8929263221,/stores/lenskart-com-model-town-jalandhar-model-town-jalandhar-944006/Home,LKST1270
"Sector 19C, Chandigarh","Sco 22, Sector 19C, Sector 19C, Near Palika Bazar, Chandigarh, Punjab, 160019",Punjab,11:00 AM to 09:30 PM,91 8929976857,/stores/lenskart-com-sector-19-chandigarh-sector-19-chandigarh-255897/Home,LKST707
Sirhind,"GF & FF, Khewat Khatoni 26/32, Khsara No 44/6/1 Bassi Road, Opposite Sai Kripa Hospital, Sirhind, Fatehgarh Sahib, Punjab, 140406",Punjab,11:00 AM to 09:00 PM,91 9873587324,/stores/lenskart-com-sirhind-sirhind-fatehgarh-sahib-103444/Home,LKST1730
Phagwara Road,"Shop No 590, GF & FF, Mohalla Kamalpur, Phagwara Road, Hoshiarpur, Punjab, 146001",Punjab,11:00 AM to 09:30 PM,91 9582946782,/stores/lenskart-com-phagwara-road-phagwara-road-hoshiarpur-450752/Home,LKST2186
Amritsar Mall,"Lower Ground Floor, Amritsar Mall, Unit No Lg 31, Mbm Farm, Gt Road, Near Hotel Hayat, Amritsar, Punjab, 143001",Punjab,11:00 AM to 09:30 PM,91 7428891321,/stores/optometrist-sunglasses-gt-road-amritsar-61040/Home,LKST321
